Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen
CB086,2,CB359,2,3,4.802,84.42,9.18,79.618
CB086,1,CB359,1,3,97.62,143.353,5.72,45.733
CB086,1,CB359,1,3,157.097,180.31,5.17,23.213
CB086,1,CB359,1,4,1.336,4.162,4.13,2.826
CB086,2,CB359,1,4,34.051,36.192,3.45,2.141
CB086,1,CB359,1,5,4.397,13.001,3.44,8.604
CB086,1,CB359,1,5,67.76,85.946,3.23,18.186
CB086,1,CB359,1,5,114.729,172.128,6.16,57.399
CB086,1,CB359,1,6,0.232,80.47,4.14,80.238
CB086,1,CB359,1,7,22.767,28.755,3.18,5.988
CB086,2,CB359,2,7,41.93,45.706,7.09,3.776
CB086,1,CB359,1,7,62.748,64.718,3.23,1.97
CB086,2,CB361,1,3,43.528,48.775,3.58,5.247
CB086,2,CB361,1,7,22.828,24.057,3.38,1.229
CB086,2,CB362,2,3,12.911,13.299,6.71,0.388
CB086,2,CB362,1,3,43.541,48.775,3.26,5.234
CB086,2,CB362,2,5,205.965,208.292,3.38,2.327
CB086,1,CB363,2,3,115.371,118.113,3.23,2.742
CB086,1,CB363,2,5,33.241,40.392,7.15,7.151
CB086,2,CB364,2,1,43.046,43.305,5.24,0.259
CB086,2,CB364,1,2,12.422,15.025,23.43,2.603
CB086,1,CB364,1,5,19.177,30.991,4.79,11.814
CB086,2,CB367,1,1,9.712,10.256,3.97,0.544
CB086,1,CB367,2,3,15.289,16.332,3.02,1.043
CB086,2,CB367,1,4,15.533,16.291,4.99,0.758
CB086,2,CB367,1,6,12.12,22.806,7.89,10.686
CB086,2,CB367,1,7,56.754,57.914,3.43,1.16
CB086,2,CB370,2,3,43.528,48.775,3.28,5.247
CB086,1,CB371,1,1,7.694,7.812,7.46,0.118
CB086,2,CB371,2,2,24.41,27.529,6.44,3.119
CB086,1,CB371,1,3,35.008,36.55,3.05,1.542
CB086,2,CB371,1,3,52.229,66.234,3.14,14.005
CB086,2,CB371,2,4,53.84,59.245,8.15,5.405
CB086,1,CB371,1,5,66.032,67.666,4.21,1.634
CB086,1,CB371,1,5,199.953,201.74,17.28,1.787
CB086,2,CB371,2,6,23.823,44.66,3.75,20.837
CB086,1,CB371,2,7,9.629,58.806,3.13,49.177
CB086,2,CB373,2,1,40.095,43.239,5.16,3.144
CB086,2,CB373,2,2,49.4,49.599,4.31,0.199
CB086,2,CB373,1,4,104.217,105.534,3.22,1.317
CB086,2,CB373,2,5,67.729,67.789,3.43,0.06
CB086,2,CB373,2,5,180.592,180.97,6.08,0.378
CB086,2,CB374,1,1,7.631,16.969,16.94,9.338
CB086,2,CB374,2,1,39.851,39.947,7.18,0.096
CB086,2,CB374,2,2,37.29,38.879,3.16,1.589
CB086,2,CB374,2,2,54.611,60.203,4.13,5.592
CB086,2,CB374,1,3,27.073,92.354,6.69,65.281
CB086,1,CB374,1,3,110.092,182.234,3.14,72.142
CB086,2,CB374,1,4,11.462,93.851,3.33,82.389
CB086,2,CB374,1,5,11.734,24.722,3.87,12.988
CB086,2,CB374,2,5,66.032,72.725,7.03,6.693
CB086,2,CB374,1,5,88.107,91.456,4.44,3.349
CB086,2,CB374,1,5,179.309,208.28,3.57,28.971
CB086,2,CB374,1,6,3.408,46.156,4.05,42.748
CB086,2,CB374,1,6,58.934,59.642,5.15,0.708
CB086,2,CB374,2,7,3.858,68.31,6.93,64.452
CB086,2,CB374,2,7,96.422,97.351,8.41,0.929
CB086,1,CB375,1,1,2.837,22.253,4.92,19.416
CB086,1,CB375,1,2,16.219,59.572,3.19,43.353
CB086,2,CB375,2,3,95.235,96.375,5.04,1.14
CB086,2,CB375,2,5,79.62,85.525,3.96,5.905
CB086,1,CB375,2,6,37.297,37.396,3.78,0.099
CB086,1,CB375,1,6,45.181,46.156,5.38,0.975
CB086,2,CB375,2,7,11.139,11.199,3.01,0.06
CB086,2,CB375,2,7,12.881,13.798,5.25,0.917
CB086,1,CB377,2,5,35.821,39.663,3.47,3.842
CB086,1,CB377,1,5,80.102,83.516,3.86,3.414
CB086,2,CB381,2,1,9.813,12.67,8.18,2.857
CB086,2,CB381,2,2,49.428,49.599,3.32,0.171
CB086,2,CB381,2,3,100.167,100.47,5.95,0.303
CB086,2,CB381,2,5,20.187,31.107,4.61,10.92
CB086,2,CB381,1,6,39.075,40.448,9.57,1.373
CB086,2,CB381,2,7,14.247,14.705,3.59,0.458
CB086,2,CB381,2,7,96.653,97.009,4.26,0.356
CB086,2,CB382,1,1,7.911,21.555,3.1,13.644
CB086,2,CB382,2,2,1.306,1.506,3.87,0.2
CB086,2,CB382,1,3,129.304,134.869,4.92,5.565
CB086,2,CB382,1,4,80.35,96.246,6.46,15.896
CB086,1,CB382,1,5,17.801,33.459,7.06,15.658
CB086,2,CB382,1,6,0.281,2.006,3.32,1.725
CB086,2,CB382,1,6,34.685,35.101,5.04,0.416
CB086,1,CB383,2,3,82.735,82.785,3.93,0.05
CB086,2,CB383,1,6,28.959,29.596,3.47,0.637
CB086,2,CB385,2,1,6.188,26.474,3.71,20.286
CB086,2,CB385,2,2,48.207,48.344,3.49,0.137
CB086,2,CB385,2,3,36.542,39.815,5.76,3.273
CB086,2,CB385,2,3,130.235,134.794,4.66,4.559
CB086,2,CB385,2,4,91.126,91.63,3.46,0.504
CB086,2,CB385,2,5,86.904,89.011,3.34,2.107
CB086,2,CB385,2,5,113.533,124.932,3.68,11.399
CB086,2,CB385,2,7,16.766,26.469,3.0,9.703
CB086,2,CB388,2,1,7.638,7.736,4.76,0.098
CB086,2,CB388,2,1,7.907,7.957,4.44,0.05
CB086,2,CB388,2,1,16.774,16.971,5.27,0.197
CB086,2,CB388,2,3,0.582,3.278,3.43,2.696
CB086,2,CB388,2,3,92.304,92.354,3.37,0.05
CB086,2,CB388,2,4,49.316,49.873,3.23,0.557
CB086,1,CB388,2,5,54.101,65.068,8.8,10.967
CB086,1,CB388,2,7,29.73,29.817,3.45,0.087
CB086,2,CB388,2,7,96.65,97.009,4.26,0.359
CB086,1,CB391,2,2,50.75,51.439,5.58,0.689
CB086,2,CB391,2,6,8.309,8.942,3.73,0.633
CB086,2,CB392,1,3,100.708,101.341,3.56,0.633
CB086,2,CB392,1,7,47.863,48.097,3.55,0.234
CB086,2,CB392,1,7,97.004,97.411,3.06,0.407
CB086,2,CB394,2,1,16.703,16.753,3.26,0.05
CB086,1,CB394,2,2,50.918,51.439,3.65,0.521
CB086,2,CB394,1,3,133.262,169.701,6.07,36.439
CB086,2,CB394,1,4,15.907,16.776,3.05,0.869
CB086,1,CB394,1,4,27.758,28.295,3.22,0.537
CB086,2,CB394,1,4,53.84,56.936,3.31,3.096
CB086,1,CB394,2,4,75.373,81.357,12.07,5.984
CB086,1,CB394,2,5,88.077,102.028,4.44,13.951
CB086,2,CB394,1,6,26.691,42.605,6.67,15.914
CB086,1,CB394,2,7,61.636,62.176,3.03,0.54
CB086,2,CB399,2,4,13.225,15.511,3.92,2.286
CB086,2,CB399,1,5,67.205,208.075,3.47,140.87
CB086,2,CB399,1,6,17.201,79.494,6.54,62.293
CB086,2,CB401,2,1,1.496,18.315,3.01,16.819
CB086,2,CB401,1,3,164.852,169.259,3.04,4.407
CB086,1,CB401,1,4,15.533,16.488,6.6,0.955
CB086,2,CB401,2,4,53.84,56.936,3.31,3.096
CB086,2,CB401,1,6,41.579,42.605,3.13,1.026
CB086,1,CB401,2,7,6.449,7.136,3.38,0.687
CB086,1,CB405,2,1,32.776,34.928,8.68,2.152
CB086,1,CB405,1,3,56.026,62.656,3.34,6.63
CB086,2,CB406,2,1,16.742,18.404,3.26,1.662
CB086,2,CB406,2,2,1.197,1.506,3.62,0.309
CB086,1,CB406,1,2,62.2,64.183,4.59,1.983
CB086,2,CB406,1,3,8.216,8.765,4.71,0.549
CB086,1,CB406,2,4,27.705,28.247,3.18,0.542
CB086,1,CB406,2,5,76.698,78.858,3.79,2.16
CB086,2,CB406,2,5,204.909,208.28,3.68,3.371
CB086,1,CB406,2,6,-0.025,0.196,3.54,0.221
CB086,1,CB406,2,6,74.492,79.494,4.2,5.002
CB086,1,CB406,2,7,11.08,14.121,3.17,3.041
CB086,1,CB407,1,2,0.618,1.17,3.17,0.552
CB086,1,CB407,1,2,50.177,50.818,3.17,0.641
CB086,1,CB407,1,3,33.09,33.824,4.5,0.734
CB086,1,CB407,1,5,85.623,208.28,4.47,122.657
CB086,1,CB407,1,6,16.063,17.2,4.28,1.137
CB086,1,CB407,1,7,58.869,59.43,3.3,0.561
CB086,1,CB408,2,2,50.935,51.155,3.33,0.22
CB086,2,CB410,1,1,32.906,34.928,7.0,2.022
CB086,2,CB410,1,2,62.388,64.099,4.07,1.711
CB086,2,CB410,2,4,82.666,84.468,4.42,1.802
CB086,2,CB410,2,7,29.796,29.991,4.92,0.195
CB086,2,CB412,1,1,17.587,44.569,3.92,26.982
CB086,1,CB412,1,4,23.981,24.961,5.19,0.98
CB086,1,CB412,1,5,72.389,167.375,5.77,94.986
CB086,1,CB412,1,7,29.905,30.006,4.32,0.101
CB086,2,CB414,2,1,2.751,7.98,5.61,5.229
CB086,2,CB414,2,1,17.312,17.537,4.11,0.225
CB086,1,CB414,1,2,1.282,1.506,5.95,0.224
CB086,2,CB414,2,3,129.211,133.653,3.15,4.442
CB086,1,CB414,1,4,32.007,34.697,3.24,2.69
CB086,1,CB414,1,5,71.491,167.481,3.4,95.99
CB086,1,CB414,1,6,82.685,83.431,3.92,0.746
CB086,1,CB414,1,7,11.139,14.442,6.25,3.303
CB086,1,CB416,2,2,24.024,64.183,3.01,40.159
CB086,2,CB416,2,3,52.353,92.223,4.11,39.87
CB086,2,CB416,1,5,198.07,200.198,5.08,2.128
CB086,1,CB416,2,7,4.784,29.94,5.75,25.156
CB086,1,CB417,2,1,7.916,7.966,5.11,0.05
CB086,2,CB417,1,2,1.306,1.506,3.54,0.2
CB086,1,CB417,1,3,125.339,134.835,6.56,9.496
CB086,1,CB417,1,7,4.784,6.447,3.2,1.663
CB086,2,CB418,2,1,9.712,43.42,4.24,33.708
CB086,1,CB475,1,1,7.835,24.537,15.11,16.702
CB086,2,CB475,2,3,13.379,14.41,3.47,1.031
CB086,1,CB475,2,5,174.339,175.227,4.43,0.888
CB086,2,CB477,2,5,196.98,197.201,4.96,0.221
CB086,2,CB478,2,1,7.715,7.765,6.88,0.05
CB086,1,CB478,1,3,15.079,16.332,3.5,1.253
CB086,2,CB478,2,7,4.33,5.423,6.72,1.093
CB086,1,CB479,2,1,21.385,21.857,6.72,0.472
CB086,2,CB479,2,1,45.487,45.933,4.02,0.446
CB086,1,CB479,2,3,0.233,8.756,3.59,8.523
CB086,2,CB479,2,3,26.943,92.318,7.09,65.375
CB086,1,CB479,1,4,15.907,16.884,8.01,0.977
CB086,2,CB479,2,4,78.991,115.906,10.67,36.915
CB086,2,CB479,2,5,28.941,67.42,3.5,38.479
CB086,2,CB479,2,6,41.878,43.124,5.36,1.246
CB086,2,CB479,2,6,53.235,53.762,15.69,0.527
CB086,2,CB479,2,7,12.321,12.835,4.63,0.514
CB086,2,CB479,2,7,30.476,32.934,18.04,2.458
CB086,2,CB480,2,5,188.727,191.429,7.47,2.702
CB086,2,RP295,2,2,67.073,67.383,4.28,0.31
CB086,1,RP296,2,3,14.739,102.034,3.56,87.295
CB086,1,RP296,2,5,67.477,67.657,3.69,0.18
CB087,1,CB088,1,1,1.881,45.874,8.25,43.993
CB087,1,CB088,2,2,4.294,71.191,3.44,66.897
CB087,1,CB088,2,2,91.07,121.518,4.39,30.448
CB087,1,CB088,2,3,2.251,7.202,6.28,4.951
CB087,2,CB088,1,3,15.274,22.723,4.32,7.449
CB087,1,CB088,2,3,53.846,179.902,3.33,126.056
CB087,1,CB088,2,4,0.044,3.886,8.64,3.842
CB087,1,CB088,2,4,15.184,51.288,7.63,36.104
CB087,1,CB088,2,4,77.078,98.534,14.75,21.456
CB087,1,CB088,2,4,112.848,116.289,10.09,3.441
CB087,1,CB088,1,5,67.391,68.757,3.62,1.366
CB087,1,CB088,2,5,86.123,86.876,3.04,0.753
CB087,1,CB088,2,5,160.301,209.546,3.12,49.245
CB087,1,CB088,2,6,2.454,34.718,6.97,32.264
CB087,1,CB088,2,6,52.401,70.319,6.63,17.918
CB087,1,CB088,2,6,82.682,83.351,3.33,0.669
CB087,2,CB088,1,7,0.196,66.241,7.1,66.045
CB087,1,CB090,2,1,7.696,40.041,11.61,32.345
CB087,2,CB090,1,2,0.375,19.063,5.27,18.688
CB087,1,CB090,2,2,33.749,49.376,9.6,15.627
CB087,2,CB090,1,2,60.626,71.191,7.65,10.565
CB087,1,CB090,2,3,2.231,138.532,3.65,136.301
CB087,1,CB090,1,3,149.99,159.282,3.59,9.292
CB087,2,CB090,2,3,175.563,179.902,3.8,4.339
CB087,2,CB090,2,4,15.184,62.045,3.78,46.861
CB087,1,CB090,2,4,77.257,112.307,4.45,35.05
CB087,1,CB090,2,5,67.537,177.704,3.59,110.167
CB087,1,CB090,2,5,197.621,213.086,3.04,15.465
CB087,1,CB090,2,6,2.454,2.903,8.04,0.449
CB087,2,CB090,1,6,26.298,59.07,3.52,32.772
CB087,2,CB090,1,6,73.02,83.222,3.27,10.202
CB087,2,CB090,2,7,0.854,70.375,3.22,69.521
CB087,2,CB092,2,1,3.94,45.313,3.77,41.373
CB087,2,CB092,2,3,8.908,109.019,4.29,100.111
CB087,2,CB092,2,3,183.609,186.741,9.68,3.132
CB087,2,CB092,2,4,17.681,22.481,4.56,4.8
CB087,2,CB092,2,5,71.165,71.626,3.41,0.461
CB087,2,CB092,2,5,145.386,148.816,4.52,3.43
CB087,1,CB092,1,6,16.703,17.632,5.64,0.929
CB087,2,CB092,2,6,48.629,49.216,4.46,0.587
CB087,2,CB092,1,7,9.501,9.637,5.07,0.136
CB087,2,CB092,2,7,60.928,61.355,3.28,0.427
CB087,1,CB093,1,1,-0.005,16.715,4.8,16.72
CB087,1,CB093,2,1,39.958,40.592,4.39,0.634
CB087,2,CB093,2,2,1.562,54.717,4.7,53.155
CB087,2,CB093,2,2,116.412,118.161,3.17,1.749
CB087,2,CB093,2,3,90.755,108.524,5.04,17.769
CB087,2,CB093,2,3,171.829,186.741,7.23,14.912
CB087,2,CB093,2,4,31.352,34.691,3.94,3.339
CB087,2,CB093,2,4,82.555,83.315,3.42,0.76
CB087,1,CB093,1,4,99.201,104.24,14.7,5.039
CB087,2,CB093,2,5,9.514,79.678,5.86,70.164
CB087,1,CB093,1,6,15.516,38.298,4.88,22.782
CB087,2,CB093,2,6,59.895,74.048,4.81,14.153
CB087,2,CB093,2,7,12.32,31.928,3.09,19.608
CB087,2,CB100,2,1,10.37,11.166,3.4,0.796
CB087,2,CB100,1,6,27.99,29.896,4.33,1.906
CB087,2,CB100,1,7,12.261,13.443,3.92,1.182
CB087,2,CB102,1,5,79.62,187.343,3.16,107.723
CB087,2,CB102,2,6,75.448,78.731,4.83,3.283
CB087,1,CB103,1,1,0.128,7.725,4.77,7.597
CB087,2,CB103,1,2,23.118,23.97,3.29,0.852
CB087,2,CB103,1,2,112.675,117.379,7.86,4.704
CB087,2,CB103,1,5,152.0,152.767,3.58,0.767
CB087,1,CB103,1,6,36.277,39.982,4.73,3.705
CB087,2,CB103,1,7,0.597,2.146,7.26,1.549
CB087,2,CB151,2,6,76.442,78.629,4.15,2.187
CB087,2,CB151,2,7,96.176,96.296,4.02,0.12
CB087,2,CB154,2,1,45.905,46.24,3.3,0.335
CB087,1,CB154,1,4,20.018,22.032,4.73,2.014
CB087,1,CB154,2,7,96.07,96.23,3.82,0.16
CB087,1,CB156,2,1,8.767,9.252,5.36,0.485
CB087,1,CB156,1,3,37.972,39.641,3.51,1.669
CB087,2,CB156,1,6,53.009,54.047,4.68,1.038
CB087,1,CB158,2,2,55.688,56.179,3.12,0.491
CB087,2,CB159,1,5,40.58,49.458,7.81,8.878
CB087,2,CB160,1,2,6.508,7.855,4.23,1.347
CB087,2,CB163,1,6,22.797,22.963,3.24,0.166
CB087,1,CB164,2,3,183.848,186.227,8.43,2.379
CB087,1,CB164,2,5,196.825,197.328,3.36,0.503
CB087,2,CB165,2,3,183.848,186.257,8.99,2.409
CB087,2,CB165,2,6,22.779,23.152,4.56,0.373
CB087,1,CB167,1,6,71.06,72.191,3.27,1.131
CB087,1,CB168,2,3,7.813,7.954,5.2,0.141
CB087,1,CB170,2,3,138.661,142.337,3.91,3.676
CB087,1,CB170,2,5,73.05,73.78,3.12,0.73
CB087,1,CB177,2,3,2.229,4.411,7.25,2.182
CB087,2,CB182,2,7,21.919,22.08,3.83,0.161
CB087,1,CB189,1,1,38.456,39.099,5.38,0.643
CB087,1,CB283,1,1,39.881,44.958,3.58,5.077
CB087,1,CB283,2,2,43.794,115.164,5.55,71.37
CB087,1,CB283,1,3,7.987,88.534,8.95,80.547
CB087,1,CB283,1,3,171.972,173.746,3.09,1.774
CB087,2,CB283,1,4,4.027,6.917,17.67,2.89
CB087,1,CB283,1,4,77.078,81.403,5.27,4.325
CB087,1,CB283,2,4,93.441,97.47,3.76,4.029
CB087,1,CB283,1,4,104.278,105.818,3.05,1.54
CB087,1,CB283,1,5,50.772,53.13,5.98,2.358
CB087,2,CB283,1,5,67.402,68.757,4.39,1.355
CB087,1,CB283,1,6,23.6,24.629,7.99,1.029
CB087,1,CB283,2,7,39.285,58.732,4.26,19.447
CB087,2,CB322,1,4,17.22,18.273,3.51,1.053
CB087,1,CB322,1,5,2.152,5.927,6.32,3.775
CB087,2,CB322,1,6,74.744,77.684,3.26,2.94
CB087,2,CB322,2,7,84.9,85.814,4.65,0.914
CB087,2,CB323,1,2,6.287,7.502,3.04,1.215
CB087,1,CB323,2,3,149.99,153.297,3.14,3.307
CB087,2,CB323,1,4,100.871,104.164,5.55,3.293
CB087,2,CB323,1,7,82.198,84.891,3.09,2.693
CB087,1,CB324,1,7,14.955,16.149,3.25,1.194
CB087,2,CB326,2,1,35.893,36.844,3.2,0.951
CB087,2,CB328,2,3,80.229,83.671,4.23,3.442
CB087,1,CB328,1,3,103.168,104.029,3.37,0.861
CB087,1,CB329,1,5,29.358,33.582,6.33,4.224
CB087,1,CB333,1,1,7.87,7.92,3.3,0.05
CB087,2,CB333,2,3,137.791,142.292,5.6,4.501
CB087,1,CB333,1,3,186.337,186.741,4.08,0.404
CB087,1,CB333,1,6,45.679,47.484,8.86,1.805
CB087,1,CB333,2,7,22.003,22.476,4.05,0.473
CB087,2,CB335,2,4,74.565,75.885,4.65,1.32
CB087,1,CB336,1,3,91.858,92.123,3.83,0.265
CB087,1,CB336,2,7,14.487,17.374,5.07,2.887
CB087,2,CB337,2,2,16.859,18.23,3.29,1.371
CB087,1,CB337,1,3,75.474,159.996,3.53,84.522
CB087,1,CB337,1,5,179.475,180.568,4.73,1.093
CB087,2,CB337,2,7,14.709,14.842,3.66,0.133
CB087,2,CB338,2,3,80.229,83.671,3.04,3.442
CB087,2,CB338,1,3,100.708,101.241,3.31,0.533
CB087,2,CB338,2,7,4.547,5.094,3.56,0.547
CB087,1,CB339,2,3,76.821,77.717,5.49,0.896
CB087,1,CB339,1,7,55.33,58.569,3.37,3.239
CB087,2,CB339,1,7,89.195,92.782,7.36,3.587
CB087,2,CB340,2,2,55.486,56.316,4.27,0.83
CB087,1,CB340,1,3,7.813,7.987,6.13,0.174
CB087,1,CB340,1,4,51.294,76.858,8.55,25.564
CB087,2,CB340,2,6,74.753,78.861,3.14,4.108
CB087,2,CB340,1,7,0.298,3.409,5.33,3.111
CB087,1,CB341,1,5,16.114,19.176,3.57,3.062
CB087,2,CB342,2,3,80.229,82.382,3.35,2.153
CB087,2,CB345,1,7,38.347,39.662,3.56,1.315
CB087,2,CB350,1,5,13.717,15.456,4.07,1.739
CB087,1,CB352,2,1,7.872,7.922,3.28,0.05
CB087,2,CB352,2,5,54.128,58.053,3.74,3.925
CB087,1,CB353,2,2,16.859,18.23,3.29,1.371
CB087,2,CB353,2,5,2.151,6.035,7.01,3.884
CB087,1,CB353,1,6,-0.025,0.24,3.52,0.265
CB087,1,CB353,2,7,71.107,73.644,5.2,2.537
CB087,2,CB355,2,1,7.871,7.921,3.22,0.05
CB087,1,CB355,1,2,77.459,78.741,4.79,1.282
CB087,1,CB355,1,3,103.168,104.029,3.02,0.861
CB087,1,CB357,1,3,98.041,98.326,8.02,0.285
CB087,2,CB358,2,3,137.995,138.532,3.14,0.537
CB087,1,CB359,1,1,7.701,40.041,9.2,32.34
CB087,1,CB359,1,2,0.375,1.18,5.3,0.805
CB087,1,CB359,1,2,18.709,71.191,3.15,52.482
CB087,1,CB359,1,3,2.231,7.202,8.11,4.971
CB087,1,CB359,1,3,72.016,73.67,4.11,1.654
CB087,2,CB359,1,3,104.275,138.564,4.93,34.289
CB087,2,CB359,1,3,157.087,166.24,5.37,9.153
CB087,1,CB359,1,3,178.318,180.31,8.81,1.992
CB087,2,CB359,1,4,0.044,112.307,8.34,112.263
CB087,1,CB359,1,5,9.514,172.57,3.93,163.056
CB087,1,CB359,2,5,197.331,209.546,4.91,12.215
CB087,1,CB359,1,6,2.454,4.284,8.34,1.83
CB087,1,CB359,1,6,23.828,83.351,3.75,59.523
CB087,1,CB359,1,7,9.499,64.689,4.6,55.19
CB087,1,CB361,1,5,67.449,67.692,3.16,0.243
CB087,2,CB362,2,1,7.893,7.962,10.5,0.069
CB087,1,CB362,2,3,136.646,138.629,4.65,1.983
CB087,2,CB363,2,3,115.371,117.67,3.29,2.299
CB087,2,CB363,1,5,54.924,62.185,4.69,7.261
CB087,2,CB364,1,4,26.975,28.896,3.68,1.921
CB087,1,CB364,2,5,25.568,27.817,3.98,2.249
CB087,1,CB364,1,7,3.663,3.861,3.36,0.198
CB087,1,CB367,2,3,85.258,87.616,5.99,2.358
CB087,1,CB367,2,6,71.06,72.191,3.27,1.131
CB087,2,CB369,2,5,66.028,66.17,3.11,0.142
CB087,2,CB370,1,4,62.441,69.6,4.44,7.159
CB087,1,CB371,1,1,43.032,45.375,3.59,2.343
CB087,2,CB371,1,2,1.333,64.139,6.35,62.806
CB087,1,CB371,1,4,99.498,102.94,4.42,3.442
CB087,1,CB371,1,5,0.034,0.575,5.28,0.541
CB087,1,CB371,1,5,184.046,187.343,3.38,3.297
CB087,2,CB371,2,6,-0.025,13.463,3.57,13.488
CB087,2,CB371,2,7,33.876,58.732,15.94,24.856
CB087,1,CB373,1,1,8.337,12.535,4.24,4.198
CB087,1,CB373,1,2,57.632,57.754,3.08,0.122
CB087,2,CB373,2,5,12.953,14.244,3.11,1.291
CB087,1,CB374,1,1,1.195,46.262,8.5,45.067
CB087,2,CB374,1,2,6.436,51.503,4.44,45.067
CB087,1,CB374,1,3,78.365,98.368,10.58,20.003
CB087,1,CB374,1,3,138.703,154.081,16.0,15.378
CB087,1,CB374,2,3,175.563,178.096,3.59,2.533
CB087,2,CB374,1,4,1.19,1.548,3.05,0.358
CB087,1,CB374,1,4,99.498,104.24,7.78,4.742
CB087,2,CB374,2,5,20.187,86.821,6.78,66.634
CB087,1,CB374,1,5,159.262,182.222,3.29,22.96
CB087,1,CB374,1,5,192.42,197.625,6.3,5.205
CB087,1,CB374,1,6,-0.025,4.741,3.52,4.766
CB087,1,CB374,1,6,21.726,64.206,3.03,42.48
CB087,1,CB374,2,7,28.81,29.071,3.52,0.261
CB087,1,CB374,1,7,58.869,62.176,6.56,3.307
CB087,1,CB375,2,1,3.035,23.547,4.03,20.512
CB087,2,CB375,2,3,0.525,154.081,3.25,153.556
CB087,2,CB375,2,4,22.74,27.052,9.37,4.312
CB087,1,CB375,1,5,86.123,197.485,3.34,111.362
CB087,1,CB375,2,6,6.926,7.681,5.51,0.755
CB087,2,CB375,1,6,37.301,39.861,3.31,2.56
CB087,1,CB375,2,6,48.259,52.039,3.43,3.78
CB087,1,CB376,2,7,16.931,17.355,3.08,0.424
CB087,2,CB377,1,4,74.565,75.876,4.53,1.311
CB087,2,CB377,1,5,54.924,62.63,4.85,7.706
CB087,2,CB377,1,6,22.764,22.963,3.27,0.199
CB087,1,CB377,2,7,56.366,58.23,3.49,1.864
CB087,1,CB381,1,1,7.797,7.847,3.19,0.05
CB087,1,CB381,1,3,44.688,49.137,7.84,4.449
CB087,1,CB381,1,5,24.64,39.663,8.14,15.023
CB087,2,CB382,2,1,21.083,43.373,3.34,22.29
CB087,2,CB382,2,3,65.207,66.711,4.18,1.504
CB087,2,CB382,2,4,87.503,91.328,4.57,3.825
CB087,1,CB382,1,4,99.498,101.841,3.7,2.343
CB087,2,CB382,2,5,2.151,6.382,5.68,4.231
CB087,2,CB382,2,5,24.712,27.439,5.37,2.727
CB087,2,CB382,2,5,143.924,147.889,4.14,3.965
CB087,2,CB382,1,6,-0.025,0.232,3.03,0.257
CB087,2,CB382,2,6,42.851,44.899,4.76,2.048
CB087,1,CB382,1,7,4.671,8.209,10.24,3.538
CB087,2,CB383,1,2,5.446,6.608,3.59,1.162
CB087,1,CB385,2,2,48.369,71.156,3.22,22.787
CB087,1,CB385,1,3,32.046,186.536,7.02,154.49
CB087,1,CB385,2,5,0.016,50.904,5.29,50.888
CB087,2,CB385,2,5,67.218,72.008,6.18,4.79
CB087,2,CB385,2,5,143.924,174.531,4.14,30.607
CB087,2,CB385,2,6,0.041,0.232,3.1,0.191
CB087,2,CB385,1,7,16.93,22.756,3.23,5.826
CB087,2,CB385,2,7,64.554,66.241,7.6,1.687
CB087,1,CB388,2,1,13.36,17.935,5.83,4.575
CB087,1,CB388,2,3,36.194,37.644,6.74,1.45
CB087,1,CB388,2,4,27.758,28.527,5.24,0.769
CB087,1,CB388,1,6,26.051,40.894,3.78,14.843
CB087,2,CB388,2,6,77.469,78.901,3.36,1.432
CB087,1,CB391,1,2,57.675,58.254,3.12,0.579
CB087,2,CB391,1,2,77.471,78.371,5.25,0.9
CB087,2,CB391,1,6,53.009,54.047,4.68,1.038
CB087,2,CB391,2,7,9.599,9.649,3.28,0.05
CB087,1,CB392,1,7,96.07,96.23,4.12,0.16
CB087,1,CB394,1,1,7.679,7.911,5.5,0.232
CB087,2,CB394,1,3,18.711,25.594,4.93,6.883
CB087,2,CB394,1,3,50.98,53.931,3.81,2.951
CB087,2,CB394,1,3,101.605,101.714,5.45,0.109
CB087,2,CB394,2,3,167.06,171.509,7.61,4.449
CB087,2,CB394,1,3,185.54,186.492,4.25,0.952
CB087,2,CB394,1,4,82.555,83.339,3.45,0.784
CB087,2,CB394,1,5,86.868,88.598,3.07,1.73
CB087,2,CB394,1,5,127.277,128.64,3.86,1.363
CB087,1,CB394,2,6,26.051,26.155,4.08,0.104
CB087,2,CB394,1,7,59.002,60.606,5.56,1.604
CB087,2,CB394,1,7,74.7,78.968,5.77,4.268
CB087,1,CB399,2,2,52.83,54.717,3.19,1.887
CB087,1,CB399,2,3,14.188,25.058,3.47,10.87
CB087,2,CB399,2,3,50.98,52.344,3.15,1.364
CB087,2,CB399,2,3,108.968,109.76,5.5,0.792
CB087,2,CB399,2,5,68.084,154.188,3.19,86.104
CB087,2,CB399,1,6,-0.025,0.232,3.03,0.257
CB087,2,CB401,1,1,7.679,7.729,3.59,0.05
CB087,1,CB401,2,1,13.398,15.956,5.39,2.558
CB087,1,CB401,2,2,93.8,96.83,4.04,3.03
CB087,1,CB401,2,3,50.98,52.344,3.15,1.364
CB087,1,CB401,2,3,100.708,102.284,3.5,1.576
CB087,1,CB401,2,5,7.848,8.6,5.2,0.752
CB087,1,CB401,2,5,68.084,71.991,6.26,3.907
CB087,1,CB401,2,5,150.472,152.518,5.57,2.046
CB087,2,CB401,1,6,41.353,57.307,3.46,15.954
CB087,1,CB401,2,7,86.124,93.982,4.77,7.858
