Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen
CB156,1,CB381,2,5,89.209,90.93,3.45,1.721
CB156,2,CB381,2,7,9.316,9.379,6.87,0.063
CB156,2,CB382,1,6,51.978,52.401,3.31,0.423
CB156,1,CB383,1,1,5.785,6.009,5.73,0.224
CB156,2,CB383,2,4,16.823,18.279,4.6,1.456
CB156,1,CB383,1,7,25.649,26.701,5.04,1.052
CB156,2,CB383,2,7,29.734,29.975,3.64,0.241
CB156,2,CB385,2,1,7.799,7.849,3.09,0.05
CB156,1,CB385,1,3,46.99,55.453,10.66,8.463
CB156,1,CB385,1,4,32.411,34.225,3.7,1.814
CB156,2,CB385,2,5,20.01,28.948,3.31,8.938
CB156,2,CB385,2,6,25.653,32.065,3.58,6.412
CB156,2,CB385,1,7,57.843,59.01,3.42,1.167
CB156,1,CB388,2,1,44.937,45.287,8.26,0.35
CB156,2,CB388,1,2,23.492,25.638,3.24,2.146
CB156,1,CB388,2,3,79.333,80.971,8.23,1.638
CB156,2,CB391,2,1,7.709,29.161,3.89,21.452
CB156,1,CB391,2,1,45.462,46.24,5.94,0.778
CB156,2,CB391,2,2,42.36,42.693,3.17,0.333
CB156,1,CB391,1,2,84.274,119.312,6.95,35.038
CB156,1,CB391,1,3,7.717,8.926,12.9,1.209
CB156,2,CB391,2,3,43.575,86.917,5.12,43.342
CB156,2,CB391,2,3,177.814,186.504,4.03,8.69
CB156,2,CB391,1,4,13.228,48.256,3.89,35.028
CB156,2,CB391,2,4,75.379,116.289,5.07,40.91
CB156,2,CB391,1,5,105.769,201.063,4.53,95.294
CB156,2,CB391,2,6,3.354,54.422,5.92,51.068
CB156,1,CB391,1,7,24.186,96.142,4.08,71.956
CB156,1,CB392,1,2,1.315,22.885,4.04,21.57
CB156,1,CB392,1,2,60.027,96.522,4.87,36.495
CB156,1,CB392,1,3,134.935,137.059,4.12,2.124
CB156,1,CB392,1,3,173.854,184.094,3.0,10.24
CB156,1,CB392,2,4,115.567,115.988,3.32,0.421
CB156,1,CB392,2,5,12.76,53.11,24.0,40.35
CB156,1,CB392,1,7,17.525,18.874,8.24,1.349
CB156,1,CB392,1,7,96.164,97.693,6.32,1.529
CB156,1,CB394,2,1,24.505,24.783,3.01,0.278
CB156,1,CB394,1,2,31.734,32.599,7.06,0.865
CB156,2,CB394,1,3,108.22,149.64,4.12,41.42
CB156,1,CB394,1,4,25.262,27.067,5.15,1.805
CB156,2,CB394,1,5,19.198,46.632,3.53,27.434
CB156,2,CB394,1,6,51.843,52.401,5.35,0.558
CB156,2,CB394,2,7,17.267,17.403,4.47,0.136
CB156,2,CB399,1,2,31.734,32.56,4.88,0.826
CB156,1,CB399,1,3,177.814,183.622,4.03,5.808
CB156,1,CB399,2,4,1.329,2.336,4.62,1.007
CB156,1,CB399,1,4,76.28,80.147,4.64,3.867
CB156,2,CB399,1,5,0.157,0.888,3.23,0.731
CB156,2,CB399,2,6,18.125,19.269,3.7,1.144
CB156,1,CB401,1,1,9.255,11.773,3.19,2.518
CB156,1,CB401,1,2,73.061,73.575,6.46,0.514
CB156,1,CB401,1,6,7.411,72.105,4.15,64.694
CB156,1,CB401,1,7,92.82,94.189,4.06,1.369
CB156,1,CB405,2,1,7.742,18.516,7.18,10.774
CB156,2,CB405,1,2,35.384,55.934,3.77,20.55
CB156,2,CB405,1,3,16.717,25.529,3.8,8.812
CB156,2,CB405,1,4,16.59,17.043,4.1,0.453
CB156,1,CB405,1,4,28.382,32.859,3.31,4.477
CB156,2,CB405,1,5,87.924,123.473,3.57,35.549
CB156,2,CB405,2,6,37.537,45.466,5.22,7.929
CB156,1,CB405,1,7,22.044,67.134,3.03,45.09
CB156,1,CB406,2,4,30.922,40.55,3.74,9.628
CB156,1,CB406,2,5,27.169,44.186,3.2,17.017
CB156,1,CB406,2,5,87.924,124.932,3.87,37.008
CB156,1,CB406,2,6,37.537,41.132,5.08,3.595
CB156,2,CB406,2,7,25.184,57.708,5.25,32.524
CB156,2,CB407,2,1,20.109,20.363,4.56,0.254
CB156,1,CB407,2,2,35.246,36.443,4.67,1.197
CB156,1,CB407,1,3,8.416,8.756,10.03,0.34
CB156,2,CB407,2,4,25.262,27.069,6.94,1.807
CB156,2,CB407,1,5,64.679,80.006,14.83,15.327
CB156,2,CB407,2,5,144.072,163.229,3.11,19.157
CB156,1,CB407,2,7,75.075,78.261,3.29,3.186
CB156,2,CB408,1,1,23.779,25.159,6.81,1.38
CB156,1,CB408,2,5,170.647,172.235,9.08,1.588
CB156,2,CB410,1,1,16.929,46.62,3.14,29.691
CB156,2,CB410,2,3,16.717,25.529,3.5,8.812
CB156,2,CB410,1,3,100.291,104.029,3.09,3.738
CB156,2,CB410,2,4,23.884,25.118,3.72,1.234
CB156,1,CB410,2,4,49.108,49.771,3.06,0.663
CB156,2,CB410,1,5,12.925,163.876,3.69,150.951
CB156,1,CB410,2,6,33.266,45.466,5.0,12.2
CB156,2,CB410,1,7,30.031,48.328,4.29,18.297
CB156,2,CB410,2,7,66.053,67.033,3.09,0.98
CB156,2,CB412,1,3,3.011,3.274,3.65,0.263
CB156,1,CB412,2,5,38.227,46.887,5.2,8.66
CB156,2,CB412,2,6,15.916,16.68,4.3,0.764
CB156,2,CB414,2,4,49.751,77.257,3.0,27.506
CB156,1,CB414,1,6,17.671,17.955,5.87,0.284
CB156,1,CB416,2,3,8.448,8.622,3.18,0.174
CB156,2,CB416,2,5,172.383,176.29,15.05,3.907
CB156,2,CB416,2,7,27.54,28.376,5.44,0.836
CB156,1,CB418,2,1,7.927,7.977,3.6,0.05
CB156,1,CB418,2,3,26.589,101.039,4.0,74.45
CB156,2,CB418,1,4,16.823,18.422,6.31,1.599
CB156,1,CB475,1,1,22.219,22.377,20.26,0.158
CB156,1,CB475,1,3,109.915,110.795,4.93,0.88
CB156,1,CB475,1,4,97.682,98.664,3.15,0.982
CB156,2,CB475,1,5,71.115,71.266,4.41,0.151
CB156,1,CB475,1,6,76.96,77.677,3.53,0.717
CB156,2,CB475,2,7,96.728,96.987,5.33,0.259
CB156,1,CB477,1,3,26.589,27.094,3.72,0.505
CB156,2,CB478,2,3,141.504,145.214,4.88,3.71
CB156,2,CB478,2,4,18.29,19.814,3.84,1.524
CB156,1,CB478,2,6,11.548,11.863,3.41,0.315
CB156,2,CB478,2,6,30.057,30.64,4.56,0.583
CB156,1,CB478,2,7,4.663,5.24,3.81,0.577
CB156,1,CB479,1,1,20.07,20.283,3.49,0.213
CB156,1,CB479,1,3,37.972,145.823,4.82,107.851
CB156,2,CB479,2,7,80.424,81.873,4.25,1.449
CB156,1,CB480,2,1,7.883,7.933,3.48,0.05
CB156,1,CB480,1,4,22.869,23.676,3.07,0.807
CB156,2,RP296,2,4,16.979,18.348,3.1,1.369
CB156,2,RP296,2,6,17.983,19.17,5.03,1.187
CB158,1,CB159,1,1,1.133,17.914,7.04,16.781
CB158,1,CB159,1,1,32.5,46.62,7.59,14.12
CB158,2,CB159,2,2,23.97,42.41,10.68,18.44
CB158,2,CB159,2,2,57.098,89.008,3.08,31.91
CB158,1,CB159,2,3,31.601,35.334,3.27,3.733
CB158,1,CB159,1,3,78.561,153.809,12.34,75.248
CB158,1,CB159,1,3,175.736,179.797,8.64,4.061
CB158,2,CB159,2,4,9.922,32.939,3.17,23.017
CB158,2,CB159,2,4,76.28,83.41,5.51,7.13
CB158,2,CB159,2,4,97.471,109.947,7.0,12.476
CB158,1,CB159,2,5,49.533,193.087,17.39,143.554
CB158,1,CB159,1,6,0.194,81.64,10.67,81.446
CB158,1,CB159,1,7,8.917,34.593,4.1,25.676
CB158,1,CB160,1,1,7.672,11.566,3.32,3.894
CB158,2,CB160,2,1,38.744,39.219,3.11,0.475
CB158,1,CB160,2,2,39.684,117.407,3.82,77.723
CB158,2,CB160,1,3,3.888,4.525,3.66,0.637
CB158,2,CB160,1,3,16.374,115.005,3.2,98.631
CB158,2,CB160,1,4,51.614,58.329,3.17,6.715
CB158,2,CB160,1,5,154.382,159.306,4.2,4.924
CB158,1,CB160,2,6,62.559,63.376,3.58,0.817
CB158,2,CB160,1,7,2.941,3.301,3.23,0.36
CB158,2,CB160,1,7,70.674,73.799,5.23,3.125
CB158,1,CB162,2,1,1.757,2.052,3.22,0.295
CB158,2,CB162,2,1,40.666,43.271,3.85,2.605
CB158,1,CB162,2,4,9.67,12.587,3.74,2.917
CB158,2,CB162,2,5,22.462,76.237,3.43,53.775
CB158,1,CB162,2,6,79.449,81.248,4.05,1.799
CB158,1,CB162,2,7,45.446,46.182,3.75,0.736
CB158,1,CB163,2,1,22.509,22.889,4.24,0.38
CB158,2,CB163,2,2,48.221,48.412,3.95,0.191
CB158,2,CB163,2,3,0.22,12.63,4.14,12.41
CB158,2,CB163,2,5,24.747,73.513,3.62,48.766
CB158,1,CB163,1,7,9.194,9.343,4.29,0.149
CB158,2,CB163,2,7,91.553,93.962,4.96,2.409
CB158,1,CB164,2,2,45.942,49.458,4.04,3.516
CB158,2,CB164,2,3,9.151,11.569,3.04,2.418
CB158,2,CB164,1,4,0.891,1.454,3.5,0.563
CB158,1,CB164,1,4,51.051,69.667,3.9,18.616
CB158,2,CB164,2,5,62.609,65.335,6.12,2.726
CB158,1,CB164,1,5,70.384,73.513,3.78,3.129
CB158,1,CB164,1,7,82.047,83.113,3.43,1.066
CB158,1,CB165,2,2,48.248,49.457,4.93,1.209
CB158,2,CB165,2,7,3.632,65.56,3.51,61.928
CB158,1,CB165,1,7,82.047,83.113,3.43,1.066
CB158,1,CB167,2,2,48.771,49.457,6.28,0.686
CB158,1,CB167,1,3,87.793,92.047,4.66,4.254
CB158,2,CB167,2,4,8.848,69.667,4.97,60.819
CB158,2,CB167,1,6,42.105,44.432,3.18,2.327
CB158,1,CB167,1,7,3.439,18.532,3.84,15.093
CB158,1,CB168,1,1,7.78,27.997,3.12,20.217
CB158,1,CB168,1,3,100.562,101.039,4.35,0.477
CB158,1,CB168,1,4,102.524,104.18,3.01,1.656
CB158,1,CB168,1,5,75.396,77.418,3.05,2.022
CB158,1,CB168,1,6,22.779,23.027,3.77,0.248
CB158,1,CB168,1,7,85.587,86.793,3.18,1.206
CB158,2,CB169,1,1,6.127,7.857,4.01,1.73
CB158,2,CB169,1,4,9.998,32.939,3.7,22.941
CB158,1,CB169,2,5,76.092,77.42,8.99,1.328
CB158,1,CB170,1,6,22.778,50.222,3.77,27.444
CB158,2,CB170,1,7,30.506,31.766,3.35,1.26
CB158,1,CB177,1,1,7.86,7.962,3.09,0.102
CB158,1,CB177,2,2,32.62,37.295,9.22,4.675
CB158,2,CB177,2,2,48.301,77.676,3.88,29.375
CB158,2,CB177,2,3,110.393,134.881,11.24,24.488
CB158,2,CB177,2,3,179.908,182.245,4.1,2.337
CB158,2,CB177,2,4,0.164,22.032,3.05,21.868
CB158,2,CB177,1,4,76.995,79.799,4.83,2.804
CB158,1,CB177,1,5,84.179,85.552,5.85,1.373
CB158,1,CB177,1,5,154.228,168.039,4.62,13.811
CB158,2,CB177,2,5,179.469,180.578,3.31,1.109
CB158,2,CB177,2,5,191.305,193.087,5.23,1.782
CB158,1,CB177,1,6,2.734,2.969,3.89,0.235
CB158,2,CB177,1,6,36.222,46.795,3.21,10.573
CB158,2,CB177,2,6,59.898,81.64,3.73,21.742
CB158,2,CB177,2,7,57.709,58.749,3.1,1.04
CB158,2,CB177,2,7,96.987,97.502,3.67,0.515
CB158,2,CB182,1,1,7.668,7.977,5.18,0.309
CB158,2,CB182,1,4,2.496,2.881,3.56,0.385
CB158,2,CB182,2,4,23.717,104.18,3.04,80.463
CB158,2,CB182,1,5,66.147,85.739,3.27,19.592
CB158,2,CB182,2,6,42.293,53.09,4.01,10.797
CB158,1,CB182,1,7,3.439,10.27,3.64,6.831
CB158,1,CB189,2,1,1.916,11.249,3.14,9.333
CB158,2,CB189,2,2,48.221,50.75,3.44,2.529
CB158,2,CB189,2,3,9.629,12.63,5.01,3.001
CB158,2,CB189,2,5,14.244,180.568,3.47,166.324
CB158,2,CB283,2,1,22.01,22.305,6.96,0.295
CB158,1,CB283,1,2,23.884,26.752,11.4,2.868
CB158,1,CB283,2,6,8.826,9.057,3.51,0.231
CB158,1,CB283,2,7,5.233,6.672,3.72,1.439
CB158,2,CB322,1,4,100.106,100.756,4.1,0.65
CB158,1,CB322,1,6,42.789,45.35,5.89,2.561
CB158,1,CB323,1,1,19.578,19.922,5.66,0.344
CB158,2,CB323,2,1,21.327,22.052,3.13,0.725
CB158,1,CB323,1,2,26.597,27.302,3.11,0.705
CB158,1,CB323,2,5,8.92,11.428,3.19,2.508
CB158,1,CB323,1,6,-0.025,0.213,4.28,0.238
CB158,1,CB326,1,1,25.894,26.581,3.12,0.687
CB158,2,CB326,2,5,142.404,147.947,4.14,5.543
CB158,2,CB326,2,6,7.596,8.347,3.21,0.751
CB158,1,CB328,1,4,99.916,100.968,7.69,1.052
CB158,1,CB329,1,2,49.598,49.703,5.53,0.105
CB158,1,CB329,1,5,53.033,55.536,3.51,2.503
CB158,2,CB329,1,5,146.414,147.947,3.88,1.533
CB158,1,CB333,2,2,49.515,49.706,3.16,0.191
CB158,1,CB333,2,5,74.82,76.639,5.39,1.819
CB158,2,CB333,1,6,56.262,59.674,9.47,3.412
CB158,2,CB333,1,7,75.103,79.237,5.29,4.134
CB158,1,CB336,1,7,33.135,34.535,4.37,1.4
CB158,1,CB337,2,1,27.869,28.181,3.7,0.312
CB158,1,CB337,2,6,18.977,19.426,3.34,0.449
CB158,1,CB337,2,6,58.273,59.032,3.99,0.759
CB158,2,CB338,1,1,12.587,13.713,3.51,1.126
CB158,2,CB338,1,7,9.908,27.434,3.46,17.526
CB158,2,CB339,1,1,42.722,43.265,4.06,0.543
CB158,1,CB339,1,7,75.103,79.237,5.09,4.134
CB158,2,CB340,2,1,7.718,7.768,3.1,0.05
CB158,2,CB340,2,2,55.688,56.179,3.12,0.491
CB158,1,CB340,2,5,28.057,197.212,3.73,169.155
CB158,2,CB340,2,6,54.098,56.246,4.68,2.148
CB158,1,CB341,2,1,7.813,7.875,5.15,0.062
CB158,1,CB341,2,6,83.315,83.85,3.15,0.535
CB158,2,CB342,2,5,14.244,82.398,3.47,68.154
CB158,1,CB345,1,5,24.747,27.526,6.36,2.779
CB158,1,CB345,2,6,1.714,2.737,3.71,1.023
CB158,1,CB347,1,6,44.81,45.35,3.49,0.54
CB158,2,CB347,2,7,64.478,65.371,3.38,0.893
CB158,1,CB350,1,3,95.14,95.556,5.92,0.416
CB158,1,CB351,1,7,25.901,27.449,3.75,1.548
CB158,2,CB352,2,2,49.629,49.728,4.2,0.099
CB158,1,CB353,2,1,6.024,6.261,4.38,0.237
CB158,2,CB353,1,6,2.041,2.779,3.13,0.738
CB158,2,CB355,2,4,4.094,5.09,4.2,0.996
CB158,1,CB355,2,5,13.538,69.333,4.16,55.795
CB158,1,CB355,1,6,42.605,65.572,3.42,22.967
CB158,1,CB355,2,7,9.792,10.27,3.51,0.478
CB158,2,CB357,1,7,25.521,26.441,5.95,0.92
CB158,1,CB357,1,7,28.269,28.759,3.9,0.49
CB158,2,CB359,2,1,37.06,37.849,3.03,0.789
CB158,1,CB361,1,3,100.478,101.245,5.44,0.767
CB158,1,CB361,1,5,186.117,189.138,4.09,3.021
CB158,2,CB361,2,7,28.799,29.965,3.17,1.166
CB158,1,CB362,1,3,90.692,93.976,4.3,3.284
CB158,2,CB362,2,4,75.32,75.915,5.87,0.595
CB158,2,CB362,1,6,6.29,7.435,3.11,1.145
CB158,2,CB362,2,7,25.514,26.752,6.04,1.238
CB158,2,CB363,2,7,28.81,29.479,3.75,0.669
CB158,1,CB364,1,1,27.949,28.067,3.28,0.118
CB158,2,CB364,2,1,45.249,45.39,3.12,0.141
CB158,1,CB364,1,2,49.435,49.578,3.13,0.143
CB158,2,CB364,1,3,22.122,25.744,3.64,3.622
CB158,2,CB364,1,3,111.304,111.73,3.62,0.426
CB158,2,CB364,2,4,32.196,36.843,3.92,4.647
CB158,2,CB364,1,5,153.475,156.333,4.51,2.858
CB158,1,CB364,1,6,23.795,25.449,3.81,1.654
CB158,2,CB367,1,5,61.279,65.335,7.18,4.056
CB158,1,CB367,1,5,92.186,105.34,3.75,13.154
CB158,2,CB367,1,7,22.04,35.982,3.3,13.942
CB158,2,CB367,1,7,80.336,82.162,6.75,1.826
CB158,1,CB369,2,7,28.799,29.021,3.17,0.222
CB158,1,CB370,1,7,29.781,29.974,6.89,0.193
CB158,2,CB371,2,1,23.23,23.772,3.14,0.542
CB158,2,CB371,2,3,71.655,73.754,3.63,2.099
CB158,1,CB371,1,4,34.559,36.895,3.31,2.336
CB158,1,CB371,1,6,29.605,29.976,3.81,0.371
CB158,1,CB373,2,1,7.696,7.939,3.13,0.243
CB158,2,CB373,1,1,45.093,45.39,5.04,0.297
CB158,2,CB373,1,2,50.381,51.09,7.48,0.709
CB158,1,CB373,1,2,60.78,61.893,6.25,1.113
CB158,1,CB373,1,3,96.106,105.231,4.85,9.125
CB158,1,CB373,2,6,2.756,2.969,3.16,0.213
CB158,1,CB373,2,7,9.336,9.464,4.47,0.128
CB158,1,CB373,2,7,25.649,88.897,4.31,63.248
CB158,2,CB374,1,2,16.343,17.743,3.94,1.4
CB158,2,CB374,1,4,75.105,75.915,6.07,0.81
CB158,1,CB374,2,6,15.541,15.887,3.72,0.346
CB158,1,CB375,2,1,22.063,22.253,4.98,0.19
CB158,2,CB375,1,5,180.78,182.141,3.05,1.361
CB158,1,CB375,1,6,83.5,84.008,3.57,0.508
CB158,2,CB377,1,2,49.515,49.622,3.46,0.107
CB158,1,CB377,1,5,146.029,148.049,5.53,2.02
CB158,2,CB381,1,1,32.737,33.864,5.08,1.127
CB158,2,CB381,1,2,16.88,18.383,3.37,1.503
CB158,2,CB381,1,5,89.209,90.93,3.45,1.721
CB158,1,CB381,1,7,25.932,27.44,3.74,1.508
CB158,2,CB381,1,7,74.072,78.807,3.42,4.735
CB158,1,CB382,1,4,49.749,51.564,3.85,1.815
CB158,2,CB382,2,5,197.488,199.499,5.71,2.011
CB158,2,CB382,2,6,54.098,56.246,4.38,2.148
CB158,1,CB383,1,2,31.644,32.359,3.23,0.715
CB158,1,CB385,2,3,0.22,3.722,8.13,3.502
CB158,2,CB385,1,3,13.723,73.789,7.5,60.066
CB158,2,CB385,2,4,19.803,19.96,3.8,0.157
CB158,2,CB388,2,3,79.333,80.971,8.23,1.638
CB158,1,CB388,1,4,50.717,51.88,3.63,1.163
CB158,1,CB388,1,5,179.486,180.568,3.88,1.082
CB158,2,CB391,2,1,2.018,7.972,3.24,5.954
CB158,1,CB391,1,1,16.75,16.913,3.53,0.163
CB158,2,CB391,2,2,1.555,121.518,4.38,119.963
CB158,2,CB391,2,3,28.073,181.222,6.34,153.149
CB158,2,CB391,1,4,93.616,106.733,32.8,13.117
CB158,1,CB391,1,5,8.912,123.473,3.42,114.561
CB158,2,CB391,2,6,6.567,9.973,3.59,3.406
CB158,1,CB391,1,7,38.514,39.6,4.2,1.086
CB158,2,CB391,2,7,57.709,59.121,4.28,1.412
CB158,2,CB391,2,7,73.762,75.075,8.4,1.313
CB158,1,CB392,1,2,73.232,74.152,4.77,0.92
CB158,2,CB392,2,3,13.819,35.334,7.83,21.515
CB158,2,CB392,2,4,15.489,15.974,3.21,0.485
CB158,1,CB392,2,5,0.034,11.675,5.67,11.641
CB158,2,CB392,2,5,67.756,68.088,6.11,0.332
CB158,2,CB392,2,6,26.127,44.707,7.02,18.58
CB158,1,CB392,1,7,12.193,41.224,3.02,29.031
CB158,1,CB394,1,1,26.033,26.771,3.48,0.738
CB158,1,CB394,1,2,24.082,61.797,7.97,37.715
CB158,1,CB394,2,4,25.251,27.076,5.36,1.825
CB158,1,CB394,1,6,29.585,29.769,3.37,0.184
CB158,2,CB394,1,6,72.776,73.425,3.62,0.649
CB158,2,CB399,2,2,66.213,70.565,10.39,4.352
CB158,2,CB399,2,3,150.352,182.349,16.16,31.997
CB158,2,CB399,2,4,51.614,84.468,3.36,32.854
CB158,2,CB399,1,6,18.015,29.976,3.08,11.961
CB158,1,CB399,1,7,30.871,78.018,3.59,47.147
CB158,2,CB401,1,1,7.769,7.819,3.61,0.05
CB158,2,CB401,1,1,19.552,26.771,6.18,7.219
CB158,1,CB401,2,1,45.094,45.39,4.42,0.296
CB158,2,CB401,2,2,42.976,43.662,5.61,0.686
CB158,1,CB401,1,5,67.404,67.463,3.77,0.059
CB158,2,CB401,1,6,29.585,84.008,7.2,54.423
CB158,1,CB405,2,1,13.999,15.849,10.82,1.85
CB158,2,CB405,2,1,17.997,18.239,3.26,0.242
CB158,1,CB405,2,2,35.384,42.152,3.77,6.768
CB158,1,CB405,2,3,136.888,139.194,4.18,2.306
CB158,1,CB405,2,4,22.032,22.652,3.48,0.62
CB158,2,CB405,2,4,51.614,59.483,3.36,7.869
CB158,1,CB405,2,5,90.045,123.473,3.42,33.428
CB158,1,CB405,2,6,7.596,8.347,3.21,0.751
CB158,2,CB405,2,6,22.724,25.845,3.84,3.121
CB158,2,CB405,2,6,36.544,37.387,3.02,0.843
CB158,1,CB405,2,7,37.587,38.641,5.77,1.054
CB158,1,CB405,2,7,41.753,43.578,3.05,1.825
CB158,1,CB405,1,7,70.602,73.799,3.65,3.197
CB158,1,CB406,2,1,7.632,19.943,10.45,12.311
CB158,2,CB406,2,5,87.924,124.932,4.08,37.008
CB158,2,CB406,1,7,57.709,58.961,3.98,1.252
CB158,1,CB407,2,1,7.721,11.249,9.14,3.528
CB158,2,CB407,2,2,35.246,36.443,4.67,1.197
CB158,2,CB407,2,2,55.688,56.179,3.12,0.491
CB158,1,CB407,2,3,146.255,147.204,5.1,0.949
CB158,2,CB407,2,4,25.001,116.208,6.67,91.207
CB158,2,CB407,2,5,0.063,2.123,5.14,2.06
CB158,2,CB407,1,5,4.307,5.638,3.58,1.331
CB158,2,CB407,1,5,58.162,61.866,3.68,3.704
CB158,2,CB407,1,5,150.2,180.893,4.2,30.693
CB158,2,CB407,2,7,56.266,65.392,4.44,9.126
CB158,1,CB408,1,3,90.692,92.728,3.09,2.036
CB158,1,CB408,2,4,20.673,21.99,5.51,1.317
CB158,2,CB408,1,7,61.301,62.176,3.15,0.875
CB158,2,CB410,2,1,14.847,18.237,3.89,3.39
CB158,2,CB410,2,2,4.769,49.591,5.23,44.822
CB158,2,CB410,2,3,100.291,109.103,3.09,8.812
CB158,2,CB410,2,4,2.336,2.881,3.97,0.545
CB158,2,CB410,1,5,0.069,5.752,3.93,5.683
CB158,2,CB410,1,6,7.368,37.347,3.56,29.979
CB158,1,CB410,2,7,25.932,38.599,3.08,12.667
CB158,1,CB412,1,1,19.552,19.943,6.18,0.391
CB158,1,CB412,2,5,178.436,179.21,3.26,0.774
CB158,1,CB412,2,7,33.462,34.593,3.04,1.131
CB158,1,CB414,1,2,42.796,43.751,5.57,0.955
CB158,2,CB414,2,7,17.566,18.869,6.61,1.303
CB158,2,CB414,2,7,21.799,22.659,6.98,0.86
CB158,2,CB416,1,1,7.744,7.794,4.0,0.05
CB158,2,CB416,1,4,59.342,63.422,5.93,4.08
CB158,2,CB416,1,5,179.464,179.977,3.3,0.513
CB158,2,CB416,1,7,56.266,73.799,4.76,17.533
CB158,2,CB417,2,1,45.093,45.39,5.81,0.297
CB158,1,CB417,2,2,5.013,6.416,5.08,1.403
CB158,2,CB417,2,4,20.563,22.032,4.06,1.469
CB158,1,CB418,1,1,45.094,45.39,4.12,0.296
CB158,2,CB418,1,3,12.509,101.237,12.38,88.728
CB158,2,CB418,1,5,99.609,104.133,5.1,4.524
CB158,1,CB418,1,6,68.562,70.218,4.1,1.656
CB158,1,CB418,1,7,28.269,28.753,3.38,0.484
CB158,1,CB475,1,4,22.48,22.941,4.26,0.461
CB158,1,CB475,1,5,168.573,169.555,4.86,0.982
CB158,1,CB475,1,6,9.955,11.342,4.13,1.387
CB158,1,CB475,1,7,25.512,26.648,4.74,1.136
CB158,2,CB477,2,1,42.722,43.265,4.06,0.543
CB158,2,CB477,2,2,76.704,78.582,7.15,1.878
CB158,2,CB477,2,3,8.151,8.926,4.0,0.775
CB158,1,CB477,1,4,48.846,49.786,4.94,0.94
CB158,2,CB477,2,7,61.301,64.576,3.75,3.275
CB158,2,CB478,1,6,11.775,11.935,3.76,0.16
CB158,2,CB478,2,7,9.577,9.627,5.14,0.05
CB158,2,CB479,1,2,42.845,43.53,6.86,0.685
CB158,1,CB479,1,7,61.838,64.707,4.27,2.869
CB158,2,CB480,1,5,185.604,199.44,3.33,13.836
CB158,2,CB480,2,7,50.023,50.806,3.7,0.783
CB158,1,RP296,2,1,9.833,11.249,3.8,1.416
CB158,1,RP296,1,6,49.234,51.706,4.78,2.472
CB158,2,RP296,1,7,21.764,22.659,7.14,0.895
CB159,2,CB160,2,1,10.337,39.923,3.76,29.586
CB159,1,CB160,2,2,1.623,89.008,3.05,87.385
CB159,1,CB160,2,3,111.649,168.329,3.02,56.68
CB159,1,CB160,2,4,50.833,75.075,3.54,24.242
CB159,1,CB160,2,4,94.462,103.199,7.72,8.737
CB159,2,CB160,2,5,11.679,12.952,5.19,1.273
CB159,2,CB160,1,5,39.212,44.186,3.58,4.974
CB159,2,CB160,2,5,87.13,87.18,4.95,0.05
CB159,1,CB160,2,7,6.865,8.115,4.22,1.25
CB159,1,CB160,2,7,19.962,21.528,5.12,1.566
CB159,1,CB160,2,7,42.377,44.564,3.72,2.187
CB159,2,CB162,2,1,1.757,2.018,4.08,0.261
CB159,2,CB162,2,2,49.612,49.771,8.91,0.159
CB159,1,CB162,2,4,55.642,59.314,3.46,3.672
CB159,2,CB162,2,5,11.721,13.068,3.62,1.347
CB159,2,CB162,2,6,79.449,81.248,5.03,1.799
CB159,2,CB162,1,7,15.014,16.015,3.16,1.001
CB159,1,CB163,1,2,49.43,49.666,13.24,0.236
CB159,1,CB163,1,3,161.913,168.329,3.18,6.416
CB159,1,CB163,1,4,92.589,93.318,5.09,0.729
CB159,2,CB163,2,5,65.833,66.146,3.19,0.313
CB159,1,CB163,1,6,42.105,42.596,3.59,0.491
CB159,2,CB164,1,2,20.848,22.702,3.04,1.854
CB159,2,CB164,1,4,88.219,90.088,3.46,1.869
CB159,2,CB164,1,6,49.608,50.765,6.0,1.157
CB159,2,CB164,1,6,79.623,81.248,3.23,1.625
CB159,2,CB164,1,7,79.342,81.205,5.84,1.863
CB159,2,CB165,1,2,19.33,21.185,3.49,1.855
CB159,1,CB165,2,4,100.766,101.243,5.18,0.477
CB159,1,CB165,1,6,19.307,19.883,9.12,0.576
CB159,1,CB165,1,7,9.792,81.22,3.51,71.428
CB159,1,CB167,2,1,18.221,18.466,3.71,0.245
CB159,2,CB167,2,2,81.112,86.44,4.82,5.328
CB159,1,CB167,2,3,83.539,100.797,3.58,17.258
CB159,2,CB167,1,4,9.922,13.258,3.17,3.336
CB159,1,CB167,2,6,14.912,16.499,3.58,1.587
CB159,2,CB167,1,6,42.105,44.432,4.15,2.327
CB159,2,CB167,1,7,18.19,18.532,4.62,0.342
CB159,2,CB168,1,3,33.785,146.887,3.09,113.102
CB159,2,CB168,1,5,167.102,167.373,3.14,0.271
CB159,1,CB169,2,1,6.127,6.262,4.01,0.135
CB159,1,CB169,2,1,7.778,7.861,5.99,0.083
CB159,1,CB169,2,4,31.464,32.939,8.38,1.475
CB159,1,CB169,2,6,42.105,42.82,3.88,0.715
CB159,2,CB170,2,3,146.896,168.329,3.87,21.433
CB159,1,CB170,2,4,60.127,72.851,4.28,12.724
CB159,2,CB170,1,4,92.459,93.055,4.06,0.596
CB159,2,CB170,2,5,5.766,6.141,3.24,0.375
